Date,Hour (HE),Day_of_Week,Is_Weekend,Week,Month,Quarter,Market_Demand_MW,Ontario_Demand_MW
01/01/2024,1,Monday,FALSE,1,January,Q1,17091,14482
01/01/2024,2,Monday,FALSE,1,January,Q1,16658,14180
01/01/2024,3,Monday,FALSE,1,January,Q1,16233,13722
01/01/2024,4,Monday,FALSE,1,January,Q1,15909,13637
01/01/2024,5,Monday,FALSE,1,January,Q1,15998,13697
01/01/2024,6,Monday,FALSE,1,January,Q1,16331,13787
01/01/2024,7,Monday,FALSE,1,January,Q1,16493,14055
01/01/2024,8,Monday,FALSE,1,January,Q1,17486,14481
01/01/2024,9,Monday,FALSE,1,January,Q1,17687,14708
01/01/2024,10,Monday,FALSE,1,January,Q1,17549,14890
01/01/2024,11,Monday,FALSE,1,January,Q1,17884,15240
01/01/2024,12,Monday,FALSE,1,January,Q1,18180,15564
01/01/2024,13,Monday,FALSE,1,January,Q1,18113,15920
01/01/2024,14,Monday,FALSE,1,January,Q1,18441,16072
01/01/2024,15,Monday,FALSE,1,January,Q1,18793,16339
01/01/2024,16,Monday,FALSE,1,January,Q1,18759,16538
01/01/2024,17,Monday,FALSE,1,January,Q1,19466,17147
01/01/2024,18,Monday,FALSE,1,January,Q1,20424,17805
01/01/2024,19,Monday,FALSE,1,January,Q1,20477,17525
01/01/2024,20,Monday,FALSE,1,January,Q1,19970,17261
01/01/2024,21,Monday,FALSE,1,January,Q1,19202,16822
01/01/2024,22,Monday,FALSE,1,January,Q1,18650,16303
01/01/2024,23,Monday,FALSE,1,January,Q1,17643,15410
01/01/2024,24,Monday,FALSE,1,January,Q1,16889,14694
02/01/2024,1,Tuesday,FALSE,1,January,Q1,16372,14124
02/01/2024,2,Tuesday,FALSE,1,January,Q1,16045,13796
02/01/2024,3,Tuesday,FALSE,1,January,Q1,15915,13617
02/01/2024,4,Tuesday,FALSE,1,January,Q1,15867,13500
02/01/2024,5,Tuesday,FALSE,1,January,Q1,16263,13714
02/01/2024,6,Tuesday,FALSE,1,January,Q1,17131,14196
02/01/2024,7,Tuesday,FALSE,1,January,Q1,18250,15381
02/01/2024,8,Tuesday,FALSE,1,January,Q1,19543,16411
02/01/2024,9,Tuesday,FALSE,1,January,Q1,19848,16839
02/01/2024,10,Tuesday,FALSE,1,January,Q1,20284,17215
02/01/2024,11,Tuesday,FALSE,1,January,Q1,20635,17519
02/01/2024,12,Tuesday,FALSE,1,January,Q1,20988,17606
02/01/2024,13,Tuesday,FALSE,1,January,Q1,20963,17648
02/01/2024,14,Tuesday,FALSE,1,January,Q1,20765,17644
02/01/2024,15,Tuesday,FALSE,1,January,Q1,21011,17684
02/01/2024,16,Tuesday,FALSE,1,January,Q1,21431,17964
02/01/2024,17,Tuesday,FALSE,1,January,Q1,22185,18402
02/01/2024,18,Tuesday,FALSE,1,January,Q1,23001,19035
02/01/2024,19,Tuesday,FALSE,1,January,Q1,22917,18688
02/01/2024,20,Tuesday,FALSE,1,January,Q1,22672,18384
02/01/2024,21,Tuesday,FALSE,1,January,Q1,22399,18027
02/01/2024,22,Tuesday,FALSE,1,January,Q1,21585,17361
02/01/2024,23,Tuesday,FALSE,1,January,Q1,20169,16334
02/01/2024,24,Tuesday,FALSE,1,January,Q1,19213,15456
03/01/2024,1,Wednesday,FALSE,1,January,Q1,18284,14780
03/01/2024,2,Wednesday,FALSE,1,January,Q1,18083,14444
03/01/2024,3,Wednesday,FALSE,1,January,Q1,17575,14189
03/01/2024,4,Wednesday,FALSE,1,January,Q1,17483,14184
03/01/2024,5,Wednesday,FALSE,1,January,Q1,17635,14401
03/01/2024,6,Wednesday,FALSE,1,January,Q1,18751,14909
03/01/2024,7,Wednesday,FALSE,1,January,Q1,19826,15851
03/01/2024,8,Wednesday,FALSE,1,January,Q1,20963,17068
03/01/2024,9,Wednesday,FALSE,1,January,Q1,21094,17643
03/01/2024,10,Wednesday,FALSE,1,January,Q1,21303,18022
03/01/2024,11,Wednesday,FALSE,1,January,Q1,21217,18192
03/01/2024,12,Wednesday,FALSE,1,January,Q1,21227,18354
03/01/2024,13,Wednesday,FALSE,1,January,Q1,20872,18257
03/01/2024,14,Wednesday,FALSE,1,January,Q1,20933,18207
03/01/2024,15,Wednesday,FALSE,1,January,Q1,20979,18255
03/01/2024,16,Wednesday,FALSE,1,January,Q1,21242,18476
03/01/2024,17,Wednesday,FALSE,1,January,Q1,21913,18928
03/01/2024,18,Wednesday,FALSE,1,January,Q1,22238,19452
03/01/2024,19,Wednesday,FALSE,1,January,Q1,22259,19015
03/01/2024,20,Wednesday,FALSE,1,January,Q1,22231,18843
03/01/2024,21,Wednesday,FALSE,1,January,Q1,21150,18418
03/01/2024,22,Wednesday,FALSE,1,January,Q1,20874,17725
03/01/2024,23,Wednesday,FALSE,1,January,Q1,19939,16766
03/01/2024,24,Wednesday,FALSE,1,January,Q1,18916,15698
04/01/2024,1,Thursday,FALSE,1,January,Q1,18343,14981
04/01/2024,2,Thursday,FALSE,1,January,Q1,18706,14838
04/01/2024,3,Thursday,FALSE,1,January,Q1,18787,14576
04/01/2024,4,Thursday,FALSE,1,January,Q1,18666,14579
04/01/2024,5,Thursday,FALSE,1,January,Q1,18949,14825
04/01/2024,6,Thursday,FALSE,1,January,Q1,19417,15275
04/01/2024,7,Thursday,FALSE,1,January,Q1,20538,16375
04/01/2024,8,Thursday,FALSE,1,January,Q1,22054,17597
04/01/2024,9,Thursday,FALSE,1,January,Q1,22203,18143
04/01/2024,10,Thursday,FALSE,1,January,Q1,21909,18286
04/01/2024,11,Thursday,FALSE,1,January,Q1,21999,18076
04/01/2024,12,Thursday,FALSE,1,January,Q1,21155,17753
04/01/2024,13,Thursday,FALSE,1,January,Q1,20980,17465
04/01/2024,14,Thursday,FALSE,1,January,Q1,20430,17312
04/01/2024,15,Thursday,FALSE,1,January,Q1,20868,17580
04/01/2024,16,Thursday,FALSE,1,January,Q1,21303,18241
04/01/2024,17,Thursday,FALSE,1,January,Q1,22242,19035
04/01/2024,18,Thursday,FALSE,1,January,Q1,23490,19981
04/01/2024,19,Thursday,FALSE,1,January,Q1,22648,19718
04/01/2024,20,Thursday,FALSE,1,January,Q1,22587,19498
04/01/2024,21,Thursday,FALSE,1,January,Q1,22367,19186
04/01/2024,22,Thursday,FALSE,1,January,Q1,21806,18603
04/01/2024,23,Thursday,FALSE,1,January,Q1,20780,17574
04/01/2024,24,Thursday,FALSE,1,January,Q1,20308,16736
05/01/2024,1,Friday,FALSE,1,January,Q1,19895,16002
05/01/2024,2,Friday,FALSE,1,January,Q1,19182,15638
05/01/2024,3,Friday,FALSE,1,January,Q1,19115,15335
05/01/2024,4,Friday,FALSE,1,January,Q1,18829,15223
05/01/2024,5,Friday,FALSE,1,January,Q1,19071,15387
05/01/2024,6,Friday,FALSE,1,January,Q1,19455,15768
05/01/2024,7,Friday,FALSE,1,January,Q1,20673,16789
05/01/2024,8,Friday,FALSE,1,January,Q1,21085,17717
05/01/2024,9,Friday,FALSE,1,January,Q1,21676,18250
05/01/2024,10,Friday,FALSE,1,January,Q1,21613,18473
05/01/2024,11,Friday,FALSE,1,January,Q1,21664,18635
05/01/2024,12,Friday,FALSE,1,January,Q1,22052,18775
05/01/2024,13,Friday,FALSE,1,January,Q1,22011,18780
05/01/2024,14,Friday,FALSE,1,January,Q1,22192,18830
05/01/2024,15,Friday,FALSE,1,January,Q1,21852,18835
05/01/2024,16,Friday,FALSE,1,January,Q1,21438,18847
05/01/2024,17,Friday,FALSE,1,January,Q1,22117,19122
05/01/2024,18,Friday,FALSE,1,January,Q1,22165,19536
05/01/2024,19,Friday,FALSE,1,January,Q1,21578,19079
05/01/2024,20,Friday,FALSE,1,January,Q1,21644,18802
05/01/2024,21,Friday,FALSE,1,January,Q1,21530,18617
05/01/2024,22,Friday,FALSE,1,January,Q1,21101,18012
05/01/2024,23,Friday,FALSE,1,January,Q1,20451,17178
05/01/2024,24,Friday,FALSE,1,January,Q1,19310,16220
06/01/2024,1,Saturday,TRUE,1,January,Q1,18623,15542
06/01/2024,2,Saturday,TRUE,1,January,Q1,17812,15073
06/01/2024,3,Saturday,TRUE,1,January,Q1,17492,14709
06/01/2024,4,Saturday,TRUE,1,January,Q1,17582,14625
06/01/2024,5,Saturday,TRUE,1,January,Q1,17552,14546
06/01/2024,6,Saturday,TRUE,1,January,Q1,18012,14898
06/01/2024,7,Saturday,TRUE,1,January,Q1,18675,15388
06/01/2024,8,Saturday,TRUE,1,January,Q1,19637,15970
06/01/2024,9,Saturday,TRUE,1,January,Q1,20383,16495
06/01/2024,10,Saturday,TRUE,1,January,Q1,20707,17058
06/01/2024,11,Saturday,TRUE,1,January,Q1,21102,17497
06/01/2024,12,Saturday,TRUE,1,January,Q1,21326,18055
06/01/2024,13,Saturday,TRUE,1,January,Q1,21490,18364
06/01/2024,14,Saturday,TRUE,1,January,Q1,21354,18031
06/01/2024,15,Saturday,TRUE,1,January,Q1,21192,17980
06/01/2024,16,Saturday,TRUE,1,January,Q1,21350,18121
06/01/2024,17,Saturday,TRUE,1,January,Q1,21423,18561
06/01/2024,18,Saturday,TRUE,1,January,Q1,21469,19074
06/01/2024,19,Saturday,TRUE,1,January,Q1,21111,18752
06/01/2024,20,Saturday,TRUE,1,January,Q1,20917,18547
06/01/2024,21,Saturday,TRUE,1,January,Q1,20570,18122
06/01/2024,22,Saturday,TRUE,1,January,Q1,20283,17701
06/01/2024,23,Saturday,TRUE,1,January,Q1,19937,16995
06/01/2024,24,Saturday,TRUE,1,January,Q1,19132,16190
07/01/2024,1,Sunday,TRUE,1,January,Q1,17940,15516
07/01/2024,2,Sunday,TRUE,1,January,Q1,17497,15098
07/01/2024,3,Sunday,TRUE,1,January,Q1,17203,14948
07/01/2024,4,Sunday,TRUE,1,January,Q1,17155,14862
07/01/2024,5,Sunday,TRUE,1,January,Q1,16973,14967
07/01/2024,6,Sunday,TRUE,1,January,Q1,17622,15118
07/01/2024,7,Sunday,TRUE,1,January,Q1,18100,15424
07/01/2024,8,Sunday,TRUE,1,January,Q1,19137,16013
07/01/2024,9,Sunday,TRUE,1,January,Q1,19718,16603
07/01/2024,10,Sunday,TRUE,1,January,Q1,20116,17152
07/01/2024,11,Sunday,TRUE,1,January,Q1,20614,17625
07/01/2024,12,Sunday,TRUE,1,January,Q1,20715,17921
07/01/2024,13,Sunday,TRUE,1,January,Q1,20554,18094
07/01/2024,14,Sunday,TRUE,1,January,Q1,20612,18021
07/01/2024,15,Sunday,TRUE,1,January,Q1,20745,17860
07/01/2024,16,Sunday,TRUE,1,January,Q1,20784,17942
07/01/2024,17,Sunday,TRUE,1,January,Q1,21327,18512
07/01/2024,18,Sunday,TRUE,1,January,Q1,21970,19192
07/01/2024,19,Sunday,TRUE,1,January,Q1,21771,18900
07/01/2024,20,Sunday,TRUE,1,January,Q1,21421,18454
07/01/2024,21,Sunday,TRUE,1,January,Q1,21047,18018
07/01/2024,22,Sunday,TRUE,1,January,Q1,20246,17312
07/01/2024,23,Sunday,TRUE,1,January,Q1,18926,16296
07/01/2024,24,Sunday,TRUE,1,January,Q1,18009,15521
08/01/2024,1,Monday,FALSE,2,January,Q1,17214,15036
08/01/2024,2,Monday,FALSE,2,January,Q1,16876,14460
08/01/2024,3,Monday,FALSE,2,January,Q1,16820,14284
08/01/2024,4,Monday,FALSE,2,January,Q1,16501,14257
08/01/2024,5,Monday,FALSE,2,January,Q1,17028,14442
08/01/2024,6,Monday,FALSE,2,January,Q1,17812,15113
08/01/2024,7,Monday,FALSE,2,January,Q1,19536,16550
08/01/2024,8,Monday,FALSE,2,January,Q1,21081,17970
08/01/2024,9,Monday,FALSE,2,January,Q1,20964,18437
08/01/2024,10,Monday,FALSE,2,January,Q1,20599,18577
08/01/2024,11,Monday,FALSE,2,January,Q1,20195,18515
08/01/2024,12,Monday,FALSE,2,January,Q1,19898,18450
08/01/2024,13,Monday,FALSE,2,January,Q1,19919,18450
08/01/2024,14,Monday,FALSE,2,January,Q1,20026,18499
08/01/2024,15,Monday,FALSE,2,January,Q1,20456,18584
08/01/2024,16,Monday,FALSE,2,January,Q1,20690,18701
08/01/2024,17,Monday,FALSE,2,January,Q1,20914,19120
08/01/2024,18,Monday,FALSE,2,January,Q1,21526,19665
08/01/2024,19,Monday,FALSE,2,January,Q1,21091,19106
08/01/2024,20,Monday,FALSE,2,January,Q1,20896,18775
08/01/2024,21,Monday,FALSE,2,January,Q1,20764,18373
08/01/2024,22,Monday,FALSE,2,January,Q1,19408,17369
08/01/2024,23,Monday,FALSE,2,January,Q1,18993,16513
08/01/2024,24,Monday,FALSE,2,January,Q1,18086,15340
09/01/2024,1,Tuesday,FALSE,2,January,Q1,17615,14715
09/01/2024,2,Tuesday,FALSE,2,January,Q1,16899,14208
09/01/2024,3,Tuesday,FALSE,2,January,Q1,16768,14049
09/01/2024,4,Tuesday,FALSE,2,January,Q1,16920,14051
09/01/2024,5,Tuesday,FALSE,2,January,Q1,17271,14226
09/01/2024,6,Tuesday,FALSE,2,January,Q1,17771,14849
09/01/2024,7,Tuesday,FALSE,2,January,Q1,18999,16015
09/01/2024,8,Tuesday,FALSE,2,January,Q1,20454,17510
09/01/2024,9,Tuesday,FALSE,2,January,Q1,21250,18170
09/01/2024,10,Tuesday,FALSE,2,January,Q1,20728,18258
09/01/2024,11,Tuesday,FALSE,2,January,Q1,20742,18763
09/01/2024,12,Tuesday,FALSE,2,January,Q1,21103,19315
09/01/2024,13,Tuesday,FALSE,2,January,Q1,21366,19412
09/01/2024,14,Tuesday,FALSE,2,January,Q1,21622,19517
09/01/2024,15,Tuesday,FALSE,2,January,Q1,21281,19422
09/01/2024,16,Tuesday,FALSE,2,January,Q1,20890,19131
09/01/2024,17,Tuesday,FALSE,2,January,Q1,21034,19460
09/01/2024,18,Tuesday,FALSE,2,January,Q1,21929,19996
09/01/2024,19,Tuesday,FALSE,2,January,Q1,21865,19383
09/01/2024,20,Tuesday,FALSE,2,January,Q1,21334,18966
09/01/2024,21,Tuesday,FALSE,2,January,Q1,20723,18512
09/01/2024,22,Tuesday,FALSE,2,January,Q1,20027,17668
09/01/2024,23,Tuesday,FALSE,2,January,Q1,19362,16533
09/01/2024,24,Tuesday,FALSE,2,January,Q1,18584,15447
10/01/2024,1,Wednesday,FALSE,2,January,Q1,17844,14709
10/01/2024,2,Wednesday,FALSE,2,January,Q1,17387,14208
10/01/2024,3,Wednesday,FALSE,2,January,Q1,17448,13965
10/01/2024,4,Wednesday,FALSE,2,January,Q1,17502,13892
10/01/2024,5,Wednesday,FALSE,2,January,Q1,17836,14069
10/01/2024,6,Wednesday,FALSE,2,January,Q1,18542,14599
10/01/2024,7,Wednesday,FALSE,2,January,Q1,19352,15811
10/01/2024,8,Wednesday,FALSE,2,January,Q1,20436,17254
10/01/2024,9,Wednesday,FALSE,2,January,Q1,20838,17807
10/01/2024,10,Wednesday,FALSE,2,January,Q1,20522,17763
10/01/2024,11,Wednesday,FALSE,2,January,Q1,20462,17729
10/01/2024,12,Wednesday,FALSE,2,January,Q1,20423,17967
10/01/2024,13,Wednesday,FALSE,2,January,Q1,20290,17898
10/01/2024,14,Wednesday,FALSE,2,January,Q1,20407,18096
10/01/2024,15,Wednesday,FALSE,2,January,Q1,20446,18118
10/01/2024,16,Wednesday,FALSE,2,January,Q1,20455,18233
10/01/2024,17,Wednesday,FALSE,2,January,Q1,21336,18825
10/01/2024,18,Wednesday,FALSE,2,January,Q1,21652,19538
10/01/2024,19,Wednesday,FALSE,2,January,Q1,21008,19180
10/01/2024,20,Wednesday,FALSE,2,January,Q1,20762,18887
10/01/2024,21,Wednesday,FALSE,2,January,Q1,20368,18516
10/01/2024,22,Wednesday,FALSE,2,January,Q1,19940,17972
10/01/2024,23,Wednesday,FALSE,2,January,Q1,19188,16995
10/01/2024,24,Wednesday,FALSE,2,January,Q1,18075,15934
11/01/2024,1,Thursday,FALSE,2,January,Q1,17378,15320
11/01/2024,2,Thursday,FALSE,2,January,Q1,16728,14905
11/01/2024,3,Thursday,FALSE,2,January,Q1,16379,14635
11/01/2024,4,Thursday,FALSE,2,January,Q1,16497,14641
11/01/2024,5,Thursday,FALSE,2,January,Q1,16632,14852
11/01/2024,6,Thursday,FALSE,2,January,Q1,16926,15404
11/01/2024,7,Thursday,FALSE,2,January,Q1,18459,16679
11/01/2024,8,Thursday,FALSE,2,January,Q1,20037,18278
11/01/2024,9,Thursday,FALSE,2,January,Q1,20213,18714
11/01/2024,10,Thursday,FALSE,2,January,Q1,20437,18822
11/01/2024,11,Thursday,FALSE,2,January,Q1,20215,18845
11/01/2024,12,Thursday,FALSE,2,January,Q1,20226,18948
11/01/2024,13,Thursday,FALSE,2,January,Q1,19914,18870
11/01/2024,14,Thursday,FALSE,2,January,Q1,19692,18532
11/01/2024,15,Thursday,FALSE,2,January,Q1,19781,18494
11/01/2024,16,Thursday,FALSE,2,January,Q1,19946,18567
11/01/2024,17,Thursday,FALSE,2,January,Q1,20665,18935
11/01/2024,18,Thursday,FALSE,2,January,Q1,21105,19547
11/01/2024,19,Thursday,FALSE,2,January,Q1,20925,19252
11/01/2024,20,Thursday,FALSE,2,January,Q1,20583,18983
11/01/2024,21,Thursday,FALSE,2,January,Q1,19879,18611
11/01/2024,22,Thursday,FALSE,2,January,Q1,19292,18005
11/01/2024,23,Thursday,FALSE,2,January,Q1,18614,16971
11/01/2024,24,Thursday,FALSE,2,January,Q1,17863,16166
12/01/2024,1,Friday,FALSE,2,January,Q1,17108,15533
12/01/2024,2,Friday,FALSE,2,January,Q1,16695,15144
12/01/2024,3,Friday,FALSE,2,January,Q1,16447,14928
12/01/2024,4,Friday,FALSE,2,January,Q1,16583,14916
12/01/2024,5,Friday,FALSE,2,January,Q1,16904,15167
12/01/2024,6,Friday,FALSE,2,January,Q1,17551,15545
12/01/2024,7,Friday,FALSE,2,January,Q1,18185,16563
12/01/2024,8,Friday,FALSE,2,January,Q1,19939,18045
12/01/2024,9,Friday,FALSE,2,January,Q1,20221,18511
12/01/2024,10,Friday,FALSE,2,January,Q1,19999,18262
12/01/2024,11,Friday,FALSE,2,January,Q1,20000,18390
12/01/2024,12,Friday,FALSE,2,January,Q1,20321,18516
12/01/2024,13,Friday,FALSE,2,January,Q1,20028,18430
12/01/2024,14,Friday,FALSE,2,January,Q1,20053,18345
12/01/2024,15,Friday,FALSE,2,January,Q1,20257,18459
12/01/2024,16,Friday,FALSE,2,January,Q1,20136,18552
12/01/2024,17,Friday,FALSE,2,January,Q1,20717,19119
12/01/2024,18,Friday,FALSE,2,January,Q1,21175,19530
12/01/2024,19,Friday,FALSE,2,January,Q1,20682,19148
12/01/2024,20,Friday,FALSE,2,January,Q1,20378,18953
12/01/2024,21,Friday,FALSE,2,January,Q1,20546,18868
12/01/2024,22,Friday,FALSE,2,January,Q1,19889,18203
12/01/2024,23,Friday,FALSE,2,January,Q1,19216,16999
12/01/2024,24,Friday,FALSE,2,January,Q1,18419,16003
13/01/2024,1,Saturday,TRUE,2,January,Q1,18248,15341
13/01/2024,2,Saturday,TRUE,2,January,Q1,17943,14726
13/01/2024,3,Saturday,TRUE,2,January,Q1,17884,14298
13/01/2024,4,Saturday,TRUE,2,January,Q1,17961,14311
13/01/2024,5,Saturday,TRUE,2,January,Q1,18029,14378
13/01/2024,6,Saturday,TRUE,2,January,Q1,18160,14608
13/01/2024,7,Saturday,TRUE,2,January,Q1,18386,15245
13/01/2024,8,Saturday,TRUE,2,January,Q1,18137,15700
13/01/2024,9,Saturday,TRUE,2,January,Q1,18030,16279
13/01/2024,10,Saturday,TRUE,2,January,Q1,18302,16878
13/01/2024,11,Saturday,TRUE,2,January,Q1,18881,17463
13/01/2024,12,Saturday,TRUE,2,January,Q1,19781,17910
13/01/2024,13,Saturday,TRUE,2,January,Q1,20554,18054
13/01/2024,14,Saturday,TRUE,2,January,Q1,20394,18028
13/01/2024,15,Saturday,TRUE,2,January,Q1,20587,17973
13/01/2024,16,Saturday,TRUE,2,January,Q1,20313,18078
13/01/2024,17,Saturday,TRUE,2,January,Q1,20786,18413
13/01/2024,18,Saturday,TRUE,2,January,Q1,21118,18991
13/01/2024,19,Saturday,TRUE,2,January,Q1,21222,18822
13/01/2024,20,Saturday,TRUE,2,January,Q1,20634,18254
13/01/2024,21,Saturday,TRUE,2,January,Q1,20129,17884
13/01/2024,22,Saturday,TRUE,2,January,Q1,19783,17379
13/01/2024,23,Saturday,TRUE,2,January,Q1,18675,16481
13/01/2024,24,Saturday,TRUE,2,January,Q1,18567,15697
14/01/2024,1,Sunday,TRUE,2,January,Q1,18198,15229
14/01/2024,2,Sunday,TRUE,2,January,Q1,18389,14863
14/01/2024,3,Sunday,TRUE,2,January,Q1,18236,14631
14/01/2024,4,Sunday,TRUE,2,January,Q1,18208,14475
14/01/2024,5,Sunday,TRUE,2,January,Q1,18510,14604
14/01/2024,6,Sunday,TRUE,2,January,Q1,18135,14845
14/01/2024,7,Sunday,TRUE,2,January,Q1,18392,15300
14/01/2024,8,Sunday,TRUE,2,January,Q1,18828,15844
14/01/2024,9,Sunday,TRUE,2,January,Q1,19516,16446
14/01/2024,10,Sunday,TRUE,2,January,Q1,19844,16947
14/01/2024,11,Sunday,TRUE,2,January,Q1,20111,17156
14/01/2024,12,Sunday,TRUE,2,January,Q1,20038,17303
14/01/2024,13,Sunday,TRUE,2,January,Q1,19761,17388
14/01/2024,14,Sunday,TRUE,2,January,Q1,20052,17522
14/01/2024,15,Sunday,TRUE,2,January,Q1,20537,17597
14/01/2024,16,Sunday,TRUE,2,January,Q1,21253,18039
14/01/2024,17,Sunday,TRUE,2,January,Q1,22008,18759
14/01/2024,18,Sunday,TRUE,2,January,Q1,22948,19676
14/01/2024,19,Sunday,TRUE,2,January,Q1,23129,19594
14/01/2024,20,Sunday,TRUE,2,January,Q1,22471,19122
14/01/2024,21,Sunday,TRUE,2,January,Q1,21918,18796
14/01/2024,22,Sunday,TRUE,2,January,Q1,21149,18276
14/01/2024,23,Sunday,TRUE,2,January,Q1,20291,17444
14/01/2024,24,Sunday,TRUE,2,January,Q1,19866,16678
15/01/2024,1,Monday,FALSE,3,January,Q1,18851,15838
15/01/2024,2,Monday,FALSE,3,January,Q1,18898,15599
15/01/2024,3,Monday,FALSE,3,January,Q1,18946,15437
15/01/2024,4,Monday,FALSE,3,January,Q1,18977,15609
15/01/2024,5,Monday,FALSE,3,January,Q1,19115,15884
15/01/2024,6,Monday,FALSE,3,January,Q1,19633,16518
15/01/2024,7,Monday,FALSE,3,January,Q1,20999,17882
15/01/2024,8,Monday,FALSE,3,January,Q1,23013,19438
15/01/2024,9,Monday,FALSE,3,January,Q1,23702,19933
15/01/2024,10,Monday,FALSE,3,January,Q1,23126,19620
15/01/2024,11,Monday,FALSE,3,January,Q1,22941,19252
15/01/2024,12,Monday,FALSE,3,January,Q1,21755,18883
15/01/2024,13,Monday,FALSE,3,January,Q1,21474,18755
15/01/2024,14,Monday,FALSE,3,January,Q1,21234,18747
15/01/2024,15,Monday,FALSE,3,January,Q1,21871,18897
15/01/2024,16,Monday,FALSE,3,January,Q1,22453,19288
15/01/2024,17,Monday,FALSE,3,January,Q1,22246,20040
15/01/2024,18,Monday,FALSE,3,January,Q1,24029,20880
15/01/2024,19,Monday,FALSE,3,January,Q1,24083,20603
15/01/2024,20,Monday,FALSE,3,January,Q1,23872,20174
15/01/2024,21,Monday,FALSE,3,January,Q1,23799,19837
15/01/2024,22,Monday,FALSE,3,January,Q1,22729,19145
15/01/2024,23,Monday,FALSE,3,January,Q1,21357,18159
15/01/2024,24,Monday,FALSE,3,January,Q1,20039,17236
16/01/2024,1,Tuesday,FALSE,3,January,Q1,19991,16692
16/01/2024,2,Tuesday,FALSE,3,January,Q1,19338,16124
16/01/2024,3,Tuesday,FALSE,3,January,Q1,19236,15954
16/01/2024,4,Tuesday,FALSE,3,January,Q1,19376,16028
16/01/2024,5,Tuesday,FALSE,3,January,Q1,19203,16253
16/01/2024,6,Tuesday,FALSE,3,January,Q1,20535,16893
16/01/2024,7,Tuesday,FALSE,3,January,Q1,21888,18189
16/01/2024,8,Tuesday,FALSE,3,January,Q1,23261,19611
16/01/2024,9,Tuesday,FALSE,3,January,Q1,23507,20016
16/01/2024,10,Tuesday,FALSE,3,January,Q1,23820,19965
16/01/2024,11,Tuesday,FALSE,3,January,Q1,23901,20010
16/01/2024,12,Tuesday,FALSE,3,January,Q1,23614,19864
16/01/2024,13,Tuesday,FALSE,3,January,Q1,23015,19450
16/01/2024,14,Tuesday,FALSE,3,January,Q1,22722,19051
16/01/2024,15,Tuesday,FALSE,3,January,Q1,22847,18927
16/01/2024,16,Tuesday,FALSE,3,January,Q1,23052,19010
16/01/2024,17,Tuesday,FALSE,3,January,Q1,23703,19826
16/01/2024,18,Tuesday,FALSE,3,January,Q1,24737,20695
16/01/2024,19,Tuesday,FALSE,3,January,Q1,24795,20714
16/01/2024,20,Tuesday,FALSE,3,January,Q1,24170,20372
16/01/2024,21,Tuesday,FALSE,3,January,Q1,23727,20019
16/01/2024,22,Tuesday,FALSE,3,January,Q1,23148,19281
16/01/2024,23,Tuesday,FALSE,3,January,Q1,21062,18177
16/01/2024,24,Tuesday,FALSE,3,January,Q1,19977,17248
17/01/2024,1,Wednesday,FALSE,3,January,Q1,19519,16747
17/01/2024,2,Wednesday,FALSE,3,January,Q1,19459,16383
17/01/2024,3,Wednesday,FALSE,3,January,Q1,19540,16307
17/01/2024,4,Wednesday,FALSE,3,January,Q1,19700,16371
17/01/2024,5,Wednesday,FALSE,3,January,Q1,19847,16525
17/01/2024,6,Wednesday,FALSE,3,January,Q1,20258,16940
17/01/2024,7,Wednesday,FALSE,3,January,Q1,21118,18227
17/01/2024,8,Wednesday,FALSE,3,January,Q1,22756,19674
17/01/2024,9,Wednesday,FALSE,3,January,Q1,23246,20034
17/01/2024,10,Wednesday,FALSE,3,January,Q1,23060,19818
17/01/2024,11,Wednesday,FALSE,3,January,Q1,22552,19728
17/01/2024,12,Wednesday,FALSE,3,January,Q1,22638,19550
17/01/2024,13,Wednesday,FALSE,3,January,Q1,22397,19105
17/01/2024,14,Wednesday,FALSE,3,January,Q1,22147,18988
17/01/2024,15,Wednesday,FALSE,3,January,Q1,22261,18969
17/01/2024,16,Wednesday,FALSE,3,January,Q1,22269,19078
17/01/2024,17,Wednesday,FALSE,3,January,Q1,22694,19503
17/01/2024,18,Wednesday,FALSE,3,January,Q1,23444,20318
17/01/2024,19,Wednesday,FALSE,3,January,Q1,23489,20348
17/01/2024,20,Wednesday,FALSE,3,January,Q1,23419,20144
17/01/2024,21,Wednesday,FALSE,3,January,Q1,22989,19856
17/01/2024,22,Wednesday,FALSE,3,January,Q1,22711,19286
17/01/2024,23,Wednesday,FALSE,3,January,Q1,21434,18200
17/01/2024,24,Wednesday,FALSE,3,January,Q1,19914,17106
18/01/2024,1,Thursday,FALSE,3,January,Q1,19644,16543
18/01/2024,2,Thursday,FALSE,3,January,Q1,19160,16312
18/01/2024,3,Thursday,FALSE,3,January,Q1,18874,16092
18/01/2024,4,Thursday,FALSE,3,January,Q1,19038,16032
18/01/2024,5,Thursday,FALSE,3,January,Q1,19469,16242
18/01/2024,6,Thursday,FALSE,3,January,Q1,20503,16985
18/01/2024,7,Thursday,FALSE,3,January,Q1,21689,18337
18/01/2024,8,Thursday,FALSE,3,January,Q1,22281,19617
18/01/2024,9,Thursday,FALSE,3,January,Q1,22330,19890
18/01/2024,10,Thursday,FALSE,3,January,Q1,22563,19796
18/01/2024,11,Thursday,FALSE,3,January,Q1,22567,19860
18/01/2024,12,Thursday,FALSE,3,January,Q1,22340,19584
18/01/2024,13,Thursday,FALSE,3,January,Q1,21938,19760
